,_runtime,_step,_timestamp,_wandb,lr_group_0,train_loss,val_accuracy,val_loss,lr,betas,epochs,base_lr,batch_size,wandb_name,fix_embed_lr,lr_scheduler,weight_decay,collect_norms,wandb_project,fix_weight_decay,max_steps_per_epoch,lr_scheduler_warmup_frac,name,best_val_loss,best_train_loss,muP,dim
170,585.781862576,2930,1731405685.7293172,{'runtime': 585},0.001953125,6.4791388511657715,0.1424931138753891,6.532231330871582,0.001953125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_std_lr_0.001953125,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_std_lr_0.001953125,6.532231330871582,6.026076793670654,std no scheduler,1024
171,185.577145333,2930,1731405569.2495737,{'runtime': 185},0.0078125,5.322937488555908,0.19765840470790863,5.767676830291748,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP_lr_0.0078125,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP_lr_0.0078125,5.767676830291748,4.928104877471924,muP no scheduler,256
172,169.000716595,2930,1731405764.3336055,{'runtime': 169},0.0,4.141101360321045,0.23539945483207703,5.567844867706299,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0078125,True,cosine,0.01,False,mup-transformer-training,True,-1,0.03,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0078125,5.48909854888916,3.7049036026000977,muP+fixRMS+fixEmbedLR+fixUnembed+fixWD,256
173,293.361958278,2930,1731405891.788269,{'runtime': 293},0.00390625,5.600294589996338,0.1733754724264145,6.109792709350586,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP_lr_0.0078125,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP_lr_0.0078125,6.109792709350586,5.319398880004883,muP no scheduler,512
174,181.025937255,2930,1731405820.8270962,{'runtime': 181},0.0,4.468930244445801,0.2317128479480743,5.562709808349609,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP_lr_0.0078125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP_lr_0.0078125,5.506957054138184,3.9661426544189453,muP,256
175,166.859323771,2930,1731405832.678388,{'runtime': 166},0.0,4.203014850616455,0.22958596050739288,5.618971347808838,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR_lr_0.0078125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR_lr_0.0078125,5.56157112121582,3.9286129474639893,muP+fixRMS+fixEmbedLR,256
176,169.775098003,2930,1731405866.943891,{'runtime': 169},0.0,4.531120777130127,0.22864608466625216,5.625793933868408,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.0078125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.0078125,5.578024864196777,3.9868645668029785,muP+fixRMS+fixEmbedLR+fixUnembed,256
177,1401.916995353,2930,1731407114.1264842,{'runtime': 1401},0.001953125,6.341894626617432,0.13823124766349792,6.627316951751709,0.001953125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_std_lr_0.001953125,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_std_lr_0.001953125,6.620826244354248,6.134830951690674,std no scheduler,2048
178,288.045760935,2930,1731406075.21641,{'runtime': 288},0.0,3.461186647415161,0.238089457154274,5.578648567199707,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0078125,True,cosine,0.01,False,mup-transformer-training,True,-1,0.03,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0078125,5.466633319854736,3.461186647415161,muP+fixRMS+fixEmbedLR+fixUnembed+fixWD,512
179,168.040734033,2930,1731405967.521032,{'runtime': 168},0.0,4.170700550079346,0.2340747117996216,5.5809221267700195,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP+fixRMS_lr_0.0078125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP+fixRMS_lr_0.0078125,5.515399932861328,3.7432453632354736,muP+fixRMS,256
180,291.735761937,2930,1731406144.054573,{'runtime': 291},0.0,3.9705605506896977,0.23926834762096405,5.4908013343811035,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP_lr_0.0078125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP_lr_0.0078125,5.4228596687316895,3.5785956382751465,muP,512
181,280.990857543,2930,1731406136.138325,{'runtime': 280},0.0,4.288464069366455,0.2365054339170456,5.526821613311768,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR_lr_0.0078125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR_lr_0.0078125,5.476362228393555,3.6890487670898438,muP+fixRMS+fixEmbedLR,512
182,287.43158562,2930,1731406177.1722493,{'runtime': 287},0.0,3.8712990283966064,0.23439474403858185,5.576079368591309,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.0078125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.0078125,5.48949670791626,3.6484923362731934,muP+fixRMS+fixEmbedLR+fixUnembed,512
183,590.395007517,2930,1731406511.7136934,{'runtime': 590},0.001953125,5.3738837242126465,0.17732134461402893,6.0398149490356445,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP_lr_0.0078125,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP_lr_0.0078125,6.0398149490356445,5.209096431732178,muP no scheduler,1024
184,284.517907393,2930,1731406275.361044,{'runtime': 284},0.0,3.981879472732544,0.23742909729480743,5.4370503425598145,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS_lr_0.0078125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP+fixRMS_lr_0.0078125,5.4115400314331055,3.622873306274414,muP+fixRMS,512
185,593.271377896,2930,1731406691.5305836,{'runtime': 593},0.0,3.931468963623047,0.23686598241329193,5.619319915771484,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0078125,True,cosine,0.01,False,mup-transformer-training,True,-1,0.03,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0078125,5.460117816925049,3.354283094406128,muP+fixRMS+fixEmbedLR+fixUnembed+fixWD,1024
186,574.546839243,2930,1731406733.1987827,{'runtime': 574},0.0,3.987490653991699,0.2347310036420822,5.444052696228027,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR_lr_0.0078125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR_lr_0.0078125,5.421668529510498,3.6361336708068848,muP+fixRMS+fixEmbedLR,1024
187,584.626350569,2930,1731406751.913064,{'runtime': 584},0.0,4.067419528961182,0.23635552823543549,5.496817588806152,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP_lr_0.0078125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP_lr_0.0078125,5.439098834991455,3.4731829166412354,muP,1024
188,588.129748189,2930,1731406788.60469,{'runtime': 588},0.0,3.994738817214966,0.23875385522842407,5.610527992248535,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.0078125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.0078125,5.436842441558838,3.3750858306884766,muP+fixRMS+fixEmbedLR+fixUnembed,1024
189,581.287361345,2930,1731406879.6134295,{'runtime': 581},0.0,4.153985023498535,0.23534272611141205,5.389759540557861,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS_lr_0.0078125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP+fixRMS_lr_0.0078125,5.384822845458984,3.945037841796875,muP+fixRMS,1024
190,1401.262788345,2930,1731407946.0310187,{'runtime': 1401},0.0009765625,4.908843994140625,0.2036987543106079,5.766868591308594,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP_lr_0.0078125,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP_lr_0.0078125,5.766868591308594,4.608573913574219,muP no scheduler,2048
191,1422.279462074,2930,1731408139.4859571,{'runtime': 1422},0.0,3.66798734664917,0.2300153970718384,5.652962684631348,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0078125,True,cosine,0.01,False,mup-transformer-training,True,-1,0.03,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0078125,5.517044544219971,3.4131357669830322,muP+fixRMS+fixEmbedLR+fixUnembed+fixWD,2048
192,1378.18749734,2930,1731408136.4177868,{'runtime': 1378},0.0,4.001101970672607,0.2264624834060669,5.475520610809326,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR_lr_0.0078125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR_lr_0.0078125,5.474994659423828,3.8799514770507812,muP+fixRMS+fixEmbedLR,2048
193,1395.881343628,2930,1731408174.4514318,{'runtime': 1395},0.0,3.7763020992279057,0.2401150614023209,5.394365310668945,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP_lr_0.0078125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP_lr_0.0078125,5.357332706451416,3.4526164531707764,muP,2048
194,1411.981289933,2930,1731408225.6446097,{'runtime': 1411},0.0,3.909123659133911,0.23163993656635284,5.673975944519043,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.0078125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.0078125,5.513473987579346,3.382033586502075,muP+fixRMS+fixEmbedLR+fixUnembed,2048
195,1393.343491433,2930,1731408298.7789495,{'runtime': 1393},0.0,4.133816719055176,0.23060686886310575,5.414578437805176,0.0078125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP+fixRMS_lr_0.0078125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP+fixRMS_lr_0.0078125,5.413858413696289,4.133816719055176,muP+fixRMS,2048
196,173.502461083,2930,1731407311.7516005,{'runtime': 173},0.00390625,6.571469783782959,0.14581915736198425,6.434861183166504,0.00390625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_std_lr_0.00390625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_std_lr_0.00390625,6.428559303283691,5.851905822753906,std no scheduler,256
197,288.995866685,2930,1731407624.7975163,{'runtime': 288},0.00390625,6.19212007522583,0.1328188329935074,6.652840614318848,0.00390625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_std_lr_0.00390625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_std_lr_0.00390625,6.652840614318848,6.177711009979248,std no scheduler,512
198,586.004975124,2930,1731408235.0125222,{'runtime': 586},0.00390625,6.633333206176758,0.12713094055652618,6.766034126281738,0.00390625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_std_lr_0.00390625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_std_lr_0.00390625,6.766034126281738,6.350249290466309,std no scheduler,1024
199,183.521252515,2930,1731408157.884018,{'runtime': 183},0.015625,5.671183109283447,0.1815102845430374,6.028719902038574,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP_lr_0.015625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP_lr_0.015625,6.028719902038574,5.265902996063232,muP no scheduler,256
200,165.991937509,2930,1731408324.5733366,{'runtime': 165},0.0,5.454769134521484,0.19114811718463895,5.952556610107422,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR_lr_0.015625,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR_lr_0.015625,5.952556610107422,4.939566612243652,muP+fixRMS+fixEmbedLR,256
201,169.86102922,2930,1731408331.330566,{'runtime': 169},0.0,5.10756254196167,0.20113839209079745,5.837519645690918,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.015625,True,cosine,0.01,False,mup-transformer-training,True,-1,0.03,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.015625,5.830565452575684,4.627000331878662,muP+fixRMS+fixEmbedLR+fixUnembed+fixWD,256
202,294.277090794,2930,1731408481.662712,{'runtime': 294},0.0078125,6.519997596740723,0.1429833024740219,6.479827404022217,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP_lr_0.015625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP_lr_0.015625,6.479827404022217,6.006543159484863,muP no scheduler,512
203,168.939334143,2930,1731408366.1214144,{'runtime': 168},0.0,4.779180526733398,0.22132959961891177,5.652128219604492,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP_lr_0.015625,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP_lr_0.015625,5.609920501708984,4.152637958526611,muP,256
204,168.675375169,2930,1731408416.5291717,{'runtime': 168},0.0,5.754087448120117,0.16765515506267548,6.202863693237305,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.015625,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.015625,6.202863693237305,5.337920665740967,muP+fixRMS+fixEmbedLR+fixUnembed,256
205,1399.526865948,2930,1731409661.361251,{'runtime': 1399},0.00390625,6.631305694580078,0.12752795219421387,6.789369583129883,0.00390625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_std_lr_0.00390625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_std_lr_0.00390625,6.789369583129883,6.222605228424072,std no scheduler,2048
206,167.983540662,2930,1731408490.88274,{'runtime': 167},0.0,4.906930923461914,0.19890213012695312,5.870509147644043,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP+fixRMS_lr_0.015625,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP+fixRMS_lr_0.015625,5.852622985839844,4.529364109039307,muP+fixRMS,256
207,281.940944192,2930,1731408629.319025,{'runtime': 281},0.0,5.043025970458984,0.1794198602437973,6.066709995269775,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR_lr_0.015625,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR_lr_0.015625,6.065362453460693,5.005143642425537,muP+fixRMS+fixEmbedLR,512
208,288.33224238,2930,1731408642.27328,{'runtime': 288},0.0,5.747157096862793,0.1685018688440323,6.222233772277832,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.015625,True,cosine,0.01,False,mup-transformer-training,True,-1,0.03,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.015625,6.215580463409424,5.315524578094482,muP+fixRMS+fixEmbedLR+fixUnembed+fixWD,512
209,284.570252715,2930,1731408672.4287975,{'runtime': 284},0.0,4.868061542510986,0.20654675364494324,5.787134170532227,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP_lr_0.015625,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP_lr_0.015625,5.746061325073242,4.376647472381592,muP,512
210,286.788055572,2930,1731408726.9313548,{'runtime': 286},0.0,5.315955638885498,0.18477556109428409,6.01851224899292,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.015625,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.015625,6.018362522125244,4.88517951965332,muP+fixRMS+fixEmbedLR+fixUnembed,512
211,588.595810063,2930,1731409100.0108318,{'runtime': 588},0.00390625,6.203481197357178,0.15084265172481537,6.382145404815674,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP_lr_0.015625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP_lr_0.015625,6.382145404815674,5.765813827514648,muP no scheduler,1024
212,284.151035163,2930,1731408796.8035517,{'runtime': 284},0.0,4.66831111907959,0.19755712151527405,5.864314556121826,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS_lr_0.015625,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP+fixRMS_lr_0.015625,5.8410563468933105,4.536465167999268,muP+fixRMS,512
213,574.967518464,2930,1731409227.4789696,{'runtime': 574},0.0,5.04246711730957,0.184354230761528,6.012225151062012,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR_lr_0.015625,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR_lr_0.015625,5.991583347320557,4.836792469024658,muP+fixRMS+fixEmbedLR,1024
214,592.674667074,2930,1731409257.249092,{'runtime': 592},0.0,5.358286380767822,0.18272565305233,6.055206298828125,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.015625,True,cosine,0.01,False,mup-transformer-training,True,-1,0.03,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.015625,6.0372796058654785,4.983099460601807,muP+fixRMS+fixEmbedLR+fixUnembed+fixWD,1024
215,583.439589151,2930,1731409281.1854992,{'runtime': 583},0.0,4.112030982971191,0.2283746600151062,5.608951568603516,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP_lr_0.015625,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP_lr_0.015625,5.535630226135254,3.7690482139587402,muP,1024
216,588.222212742,2930,1731409339.5151608,{'runtime': 588},0.0,5.2915472984313965,0.18430157005786896,6.033702850341797,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.015625,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.015625,6.009703636169434,4.903054237365723,muP+fixRMS+fixEmbedLR+fixUnembed,1024
217,581.657395477,2930,1731409401.602779,{'runtime': 581},0.0,5.276401519775391,0.1777710318565369,6.053740501403809,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS_lr_0.015625,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP+fixRMS_lr_0.015625,6.053740501403809,4.964285850524902,muP+fixRMS,1024
218,1399.585750973,2930,1731410533.208422,{'runtime': 1399},0.001953125,5.6695427894592285,0.15581753849983215,6.329707622528076,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP_lr_0.015625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP_lr_0.015625,6.329707622528076,5.6695427894592285,muP no scheduler,2048
219,1378.489355437,2930,1731410629.9165592,{'runtime': 1378},0.0,4.873222351074219,0.1874493658542633,5.954498767852783,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR_lr_0.015625,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR_lr_0.015625,5.949695587158203,4.709110260009766,muP+fixRMS+fixEmbedLR,2048
220,1421.381634125,2930,1731410703.6235518,{'runtime': 1421},0.0,4.787069320678711,0.1958475112915039,5.939949989318848,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.015625,True,cosine,0.01,False,mup-transformer-training,True,-1,0.03,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.015625,5.906328201293945,4.571798324584961,muP+fixRMS+fixEmbedLR+fixUnembed+fixWD,2048
221,1394.420283119,2930,1731410700.6901512,{'runtime': 1394},0.0,4.16323184967041,0.21978609263896945,5.634608745574951,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP_lr_0.015625,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP_lr_0.015625,5.591233253479004,3.898206949234009,muP,2048
222,1412.232361885,2930,1731410778.0464363,{'runtime': 1412},0.0,5.144475936889648,0.1941419541835785,5.945960521697998,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.015625,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.015625,5.90740966796875,4.647698402404785,muP+fixRMS+fixEmbedLR+fixUnembed,2048
223,1394.167853795,2930,1731410820.790561,{'runtime': 1394},0.0,5.423497676849365,0.18284718692302704,5.940120220184326,0.015625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP+fixRMS_lr_0.015625,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP+fixRMS_lr_0.015625,5.940120220184326,4.97658109664917,muP+fixRMS,2048
